,BedRoooms,Width,Square,Length,Floors,Kitchen,DiningRoom,Type,Juridical,CarParking,Direction,Rooftop,PricePerMet,DistrictPoint,WardPoint,RoadPoint,WidthRoad
4457,4.0,4.5,60.0,,3.0,0,0,9,,0,,0,55.83,3,13.0,1208.0,6.0
4458,4.0,5.0,70.0,,3.0,0,0,14,,0,,0,82.86,1,28.0,1238.0,5.5
4459,7.0,5.0,60.0,12.0,5.0,0,0,14,,0,,0,141.67,6,36.0,1741.0,5.5
4460,2.0,3.5,60.0,,2.0,0,0,9,,0,,0,58.33,6,37.0,221.0,15.0
4461,4.0,7.58,78.0,,3.0,0,0,14,,0,,0,63.97,6,37.0,1569.0,6.0
4462,3.0,3.1,42.0,,3.0,0,0,9,,0,,0,69.05,1,23.0,962.0,7.0
4463,9.0,5.52,98.0,,6.0,0,0,14,,0,,0,125.51,5,32.0,424.0,7.5
4464,5.0,6.0,69.0,,4.0,0,0,14,,0,,0,81.16,6,36.0,1694.0,7.5
4465,2.0,5.0,60.0,12.0,1.0,0,0,9,,0,,0,51.67,6,36.0,438.0,10.5
4466,,5.0,88.0,,,0,0,2,,0,,0,79.43,5,32.0,1159.0,5.5
4467,2.0,7.0,43.0,6.0,1.0,0,0,14,,0,,0,93.02,5,31.0,974.0,48.0
4468,4.0,4.5,55.0,,4.0,0,0,9,,0,,0,86.36,3,6.0,1183.0,9.0
4469,,4.5,99.0,,,0,0,2,,0,,0,92.93,1,26.0,989.0,5.5
4470,,5.0,110.0,21.0,,0,0,2,1.0,0,3.0,0,40.0,5,29.0,1071.0,7.5
4471,7.0,5.0,94.0,19.0,4.0,0,0,14,1.0,0,5.0,0,148.94,1,27.0,1663.0,21.0
4472,,10.0,250.0,25.0,,0,0,2,1.0,0,3.0,0,96.0,4,40.0,1740.0,5.5
4473,,4.5,118.0,26.0,,0,0,2,1.0,0,4.0,0,127.12,1,27.0,,33.0
4474,3.0,10.0,270.0,27.0,3.0,1,1,8,1.0,1,,1,27.78,2,2.0,1108.0,48.0
4475,4.0,7.0,315.0,45.0,4.0,1,1,10,1.0,1,,1,76.19,2,5.0,1419.0,24.0
4476,,15.0,1000.0,66.0,18.0,0,0,2,1.0,0,,0,135.0,1,22.0,1600.0,9.0
4477,8.0,15.0,400.0,27.0,4.0,1,1,14,1.0,1,,1,240.0,1,20.0,1183.0,9.0
4478,3.0,5.0,96.0,19.2,2.0,0,0,14,1.0,1,8.0,0,35.94,4,45.0,444.0,5.5
4479,3.0,4.51,55.0,,3.0,0,0,9,1.0,1,8.0,0,80.91,1,23.0,962.0,7.0
4480,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,51.0,5,30.0,344.0,10.5
4481,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,29.5,2,3.0,1710.0,7.5
4482,,7.45,182.0,,,0,0,2,1.0,1,3.0,0,68.68,4,42.0,1418.0,6.0
4483,,5.0,106.0,,,0,0,2,1.0,1,1.0,0,30.66,4,41.0,706.0,7.5
4484,4.0,5.0,80.0,,3.0,0,0,14,1.0,1,8.0,0,91.25,5,33.0,34.0,5.5
4485,12.0,5.0,100.0,20.0,4.0,0,0,14,1.0,1,3.0,0,68.0,5,30.0,344.0,10.5
4486,,4.9,77.0,,,0,0,2,1.0,1,5.0,0,49.35,3,11.0,521.0,5.0
4487,,5.0,100.0,20.0,,0,0,2,1.0,1,1.0,0,31.0,2,5.0,1782.0,10.0
4488,,5.0,100.0,,,0,0,2,1.0,1,5.0,0,35.0,4,44.0,,7.5
4489,,4.55,66.0,,,0,0,2,1.0,1,3.0,0,53.03,5,29.0,1124.0,5.5
4490,,5.0,120.0,,,0,0,2,1.0,1,1.0,0,29.17,4,44.0,1158.0,5.5
4491,2.0,4.0,72.0,,2.0,0,0,14,1.0,1,3.0,0,61.81,5,30.0,1787.0,7.5
4492,,8.0,179.0,,,0,0,2,1.0,1,2.0,0,21.23,4,41.0,1791.0,5.5
4493,,5.0,97.0,,,0,0,2,1.0,1,7.0,0,31.44,4,42.0,753.0,7.0
4494,3.0,4.5,90.0,,2.0,0,0,14,1.0,1,4.0,0,63.33,1,28.0,1206.0,5.5
4495,3.0,5.0,85.0,,2.0,0,0,14,1.0,1,3.0,0,42.59,2,5.0,1972.0,5.5
4496,,5.0,100.0,20.0,,0,0,2,1.0,1,8.0,0,29.5,4,45.0,1098.0,7.5
4497,6.0,4.5,88.0,19.69,5.0,0,0,14,1.0,1,3.0,0,123.86,5,32.0,727.0,5.5
4498,,8.25,161.0,21.0,,0,0,2,1.0,1,7.0,0,32.92,2,5.0,1803.0,11.0
4499,3.0,4.4,78.0,,2.0,0,0,14,1.0,1,6.0,0,42.31,4,41.0,255.0,5.5
4500,,4.5,145.0,,,0,0,2,1.0,1,5.0,0,113.79,1,27.0,,15.0
4501,,5.5,75.0,13.5,,0,0,2,1.0,1,7.0,0,42.67,2,5.0,2022.0,5.5
4502,,5.0,121.0,,,0,0,2,1.0,1,6.0,0,28.93,4,42.0,976.0,7.5
4503,,5.0,120.0,24.0,,0,0,2,1.0,1,6.0,0,26.67,4,45.0,972.0,5.5
4504,4.0,5.0,95.0,,2.0,0,0,14,1.0,1,2.0,0,45.26,4,40.0,615.0,5.5
4505,,5.0,91.0,,,0,0,2,1.0,1,6.0,0,59.34,3,15.0,837.0,8.0
4506,,5.0,100.0,,,0,0,2,1.0,1,2.0,0,32.0,4,45.0,1807.0,7.5
4507,2.0,4.5,56.0,,2.0,0,0,14,1.0,1,1.0,0,53.57,5,32.0,219.0,3.5
4508,3.0,4.0,80.0,,2.0,0,0,14,1.0,1,4.0,0,133.75,1,18.0,831.0,9.0
4509,,,90.0,,,0,0,2,1.0,1,3.0,0,36.67,2,4.0,1644.0,7.5
4510,,5.0,85.0,,,0,0,2,1.0,1,1.0,0,38.82,2,5.0,1966.0,5.5
4511,2.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,8.0,0,34.0,6,39.0,1205.0,5.5
4512,3.0,5.0,96.0,,2.0,0,0,14,1.0,1,2.0,0,39.58,4,45.0,1845.0,7.5
4513,,7.0,140.0,,,0,0,2,1.0,1,1.0,0,25.71,2,2.0,1044.0,5.5
4514,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,50.5,4,45.0,1802.0,11.0
4515,,5.0,97.0,,,0,0,2,1.0,0,1.0,0,62.89,4,40.0,1751.0,7.5
4516,,5.0,110.0,,,0,0,2,1.0,1,1.0,0,40.91,2,5.0,1457.0,10.5
4517,,5.0,90.0,,,0,0,2,1.0,1,2.0,0,33.89,2,5.0,1734.0,7.5
4518,,5.0,110.0,,,0,0,2,1.0,1,2.0,0,32.27,4,42.0,1803.0,11.0
4519,4.0,4.5,108.0,,3.0,0,0,14,1.0,1,1.0,0,73.61,1,27.0,538.0,7.5
4520,2.0,4.5,72.0,,1.0,0,0,14,1.0,1,7.0,0,40.97,2,5.0,1053.0,5.5
4521,4.0,4.6,67.0,,2.0,0,0,14,1.0,1,3.0,0,49.25,5,35.0,1004.0,9.0
4522,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,32.2,4,45.0,1816.0,7.5
4523,3.0,4.0,56.0,,2.0,0,0,14,1.0,1,6.0,0,60.71,1,28.0,593.0,3.5
4524,4.0,5.0,80.0,,3.0,0,0,14,1.0,1,3.0,0,65.0,2,5.0,1286.0,5.5
4525,,4.5,80.0,,,0,0,2,1.0,1,7.0,0,40.0,6,37.0,1961.0,5.5
4526,,5.0,90.0,,,0,0,2,1.0,1,1.0,0,20.56,2,2.0,2023.0,5.5
4527,3.0,5.0,85.0,,3.0,0,0,14,1.0,1,3.0,0,55.29,5,30.0,698.0,5.5
4528,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,75.0,3,8.0,678.0,7.5
4529,4.0,4.5,90.0,20.0,3.0,0,0,14,1.0,1,5.0,0,77.78,1,28.0,639.0,7.5
4530,6.0,5.0,147.0,29.0,1.0,0,0,14,1.0,1,7.0,0,26.53,2,3.0,433.0,5.5
4531,4.0,4.5,100.0,,2.0,0,0,14,1.0,1,5.0,0,55.0,4,42.0,549.0,3.7
4532,2.0,5.0,113.0,,1.0,0,0,14,1.0,1,2.0,0,52.21,4,42.0,1418.0,6.0
4533,3.0,9.0,144.0,,3.0,0,0,14,1.0,1,3.0,0,145.83,6,36.0,149.0,4.0
4534,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,35.0,2,5.0,1720.0,6.0
4535,,5.0,78.0,,,0,0,2,1.0,1,7.0,0,37.82,3,14.0,1115.0,5.5
4536,3.0,4.5,81.0,,3.0,0,0,14,1.0,1,3.0,0,69.14,3,15.0,1479.0,5.5
4537,2.0,4.0,52.0,,1.0,0,0,14,1.0,1,3.0,0,68.27,5,32.0,68.0,3.75
4538,3.0,5.0,90.0,,2.0,0,0,8,1.0,1,1.0,0,53.22,1,22.0,1482.0,6.0
4539,,5.0,100.0,,,0,0,2,1.0,1,7.0,0,25.0,2,4.0,,7.5
4540,1.0,4.0,56.0,,2.0,0,0,14,1.0,1,5.0,0,70.54,1,16.0,655.0,3.75
4541,3.0,5.0,70.0,,1.0,0,0,14,1.0,1,4.0,0,42.14,4,40.0,1810.0,5.5
4542,,6.0,122.0,,,0,0,2,1.0,1,4.0,0,52.87,6,39.0,1388.0,10.5
4543,3.0,5.0,100.0,,3.0,0,0,14,1.0,1,8.0,0,75.0,6,36.0,990.0,7.5
4544,,5.0,85.0,,,0,0,2,1.0,1,1.0,0,36.47,2,5.0,2001.0,5.5
4545,3.0,5.0,105.0,,3.0,0,0,14,1.0,1,8.0,0,64.29,3,14.0,1949.0,7.5
4546,,5.0,155.0,31.0,,0,0,2,1.0,1,6.0,0,118.71,1,27.0,1060.0,34.0
4547,,5.0,100.0,,,0,0,2,1.0,1,1.0,0,40.0,4,45.0,,7.5
4548,,4.2,79.0,,,0,0,2,1.0,1,1.0,0,84.81,1,28.0,3.0,21.0
4549,,10.0,200.0,,,0,0,2,1.0,1,7.0,0,47.5,2,4.0,1069.0,5.0
4550,,4.5,112.0,,,0,0,2,1.0,1,1.0,0,28.12,2,4.0,629.0,7.0
4551,3.0,4.5,75.0,,3.0,0,0,14,1.0,1,7.0,0,64.0,4,40.0,1784.0,5.5
4552,2.0,10.0,86.0,,1.0,0,0,14,1.0,1,7.0,0,55.23,4,40.0,1140.0,5.5
4553,2.0,5.0,110.0,,2.0,0,0,14,1.0,1,8.0,0,33.64,4,45.0,1591.0,7.5
4554,6.0,5.0,130.0,,3.0,0,0,14,1.0,1,5.0,0,102.31,4,40.0,1217.0,15.0
4555,,10.0,250.0,,,0,0,2,1.0,1,1.0,0,44.0,4,45.0,,7.5
4556,3.0,4.5,66.0,,3.0,0,0,14,1.0,1,7.0,0,72.73,3,8.0,1666.0,4.0
4557,2.0,5.0,89.0,,1.0,0,0,14,1.0,1,6.0,0,39.33,6,39.0,1839.0,5.5
4558,,5.0,75.0,,,0,0,2,1.0,1,7.0,0,40.0,4,40.0,1716.0,5.5
4559,,5.0,100.0,20.0,,0,0,2,1.0,1,6.0,0,37.0,4,45.0,1621.0,10.5
4560,3.0,5.0,61.0,,1.0,0,0,14,1.0,1,2.0,0,84.43,6,36.0,1423.0,3.5
4561,,5.0,100.0,20.0,,0,0,2,1.0,1,1.0,0,54.0,5,30.0,1557.0,15.0
4562,,5.0,160.0,32.0,,0,0,2,1.0,1,5.0,0,112.5,1,27.0,,15.0
4563,4.0,5.9,95.0,,1.0,0,0,14,1.0,1,8.0,0,71.58,1,17.0,968.0,5.0
4564,,5.0,100.0,20.0,,0,0,2,1.0,1,5.0,0,39.5,4,44.0,225.0,5.5
4565,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,1,7.0,0,49.0,4,45.0,1621.0,10.5
4566,4.0,5.0,85.0,,1.0,0,0,14,1.0,1,2.0,0,42.35,6,37.0,1801.0,5.5
4567,,5.0,95.0,,,0,0,2,1.0,1,1.0,0,48.95,2,5.0,,7.5
4568,2.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,3.0,0,61.5,6,37.0,840.0,7.5
4569,2.0,4.3,51.0,,1.0,0,0,14,1.0,1,7.0,0,87.25,6,36.0,102.0,3.5
4570,,5.0,100.0,20.0,,0,0,2,1.0,1,7.0,0,32.0,6,38.0,1722.0,10.0
4571,3.0,5.0,75.0,,2.0,0,0,14,1.0,1,8.0,0,50.67,3,14.0,1115.0,5.5
4572,7.0,5.0,100.0,20.0,5.0,0,0,14,1.0,1,1.0,0,78.0,6,39.0,2024.0,5.5
4573,3.0,5.0,87.0,,2.0,0,0,14,1.0,1,3.0,0,40.23,2,5.0,355.0,5.5
4574,4.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,1.0,0,77.5,4,45.0,1745.0,10.0
4575,3.0,5.0,85.0,,2.0,0,0,14,1.0,1,1.0,0,56.47,3,14.0,1852.0,5.5
4576,,4.55,66.0,,,0,0,2,1.0,1,3.0,0,53.03,5,29.0,1124.0,5.5
4577,,5.0,120.0,,,0,0,2,1.0,1,1.0,0,29.17,4,44.0,1158.0,5.5
4578,2.0,4.0,72.0,,2.0,0,0,14,1.0,1,3.0,0,61.81,5,30.0,1787.0,7.5
4579,,8.0,179.0,,,0,0,2,1.0,1,2.0,0,21.23,4,41.0,1791.0,5.5
4580,,5.0,97.0,,,0,0,2,1.0,1,7.0,0,31.44,4,42.0,753.0,7.0
4581,3.0,4.5,90.0,,2.0,0,0,14,1.0,1,4.0,0,63.33,1,28.0,1206.0,5.5
4582,3.0,5.0,85.0,,2.0,0,0,14,1.0,1,3.0,0,42.59,2,5.0,1972.0,5.5
4583,,5.0,100.0,20.0,,0,0,2,1.0,1,8.0,0,29.5,4,45.0,1098.0,7.5
4584,6.0,4.5,88.0,19.69,5.0,0,0,14,1.0,1,3.0,0,123.86,5,32.0,727.0,5.5
4585,,8.25,161.0,21.0,,0,0,2,1.0,1,7.0,0,32.92,2,5.0,1803.0,11.0
4586,3.0,4.4,78.0,,2.0,0,0,14,1.0,1,6.0,0,42.31,4,41.0,255.0,5.5
4587,,4.5,145.0,,,0,0,2,1.0,1,5.0,0,113.79,1,27.0,,15.0
4588,,5.5,75.0,13.5,,0,0,2,1.0,1,7.0,0,42.67,2,5.0,2022.0,5.5
4589,,5.0,121.0,,,0,0,2,1.0,1,6.0,0,28.93,4,42.0,976.0,7.5
4590,,5.0,120.0,24.0,,0,0,2,1.0,1,6.0,0,26.67,4,45.0,972.0,5.5
4591,4.0,5.0,95.0,,2.0,0,0,14,1.0,1,2.0,0,45.26,4,40.0,615.0,5.5
4592,,5.0,91.0,,,0,0,2,1.0,1,6.0,0,59.34,3,15.0,837.0,8.0
4593,,5.0,100.0,,,0,0,2,1.0,1,2.0,0,32.0,4,45.0,1807.0,7.5
4594,2.0,4.5,56.0,,2.0,0,0,14,1.0,1,1.0,0,53.57,5,32.0,219.0,3.5
4595,,,90.0,,,0,0,2,1.0,1,3.0,0,36.67,2,4.0,1644.0,7.5
4596,3.0,4.0,80.0,,2.0,0,0,14,1.0,1,4.0,0,133.75,1,18.0,831.0,9.0
4597,,5.0,85.0,,,0,0,2,1.0,1,1.0,0,38.82,2,5.0,1966.0,5.5
4598,2.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,8.0,0,34.0,6,39.0,1205.0,5.5
4599,3.0,5.0,96.0,,2.0,0,0,14,1.0,1,2.0,0,39.58,4,45.0,1845.0,7.5
4600,,7.0,140.0,,,0,0,2,1.0,1,1.0,0,25.71,2,2.0,1044.0,5.5
4601,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,50.5,4,45.0,1802.0,11.0
4602,,5.0,97.0,,,0,0,2,1.0,0,1.0,0,62.89,4,40.0,1751.0,7.5
4603,,5.0,110.0,,,0,0,2,1.0,1,1.0,0,40.91,2,5.0,1457.0,10.5
4604,,5.0,90.0,,,0,0,2,1.0,1,2.0,0,33.89,2,5.0,1734.0,7.5
4605,4.0,4.5,108.0,,3.0,0,0,14,1.0,1,1.0,0,73.61,1,27.0,538.0,7.5
4606,,5.0,110.0,,,0,0,2,1.0,1,2.0,0,32.27,4,42.0,1803.0,11.0
4607,2.0,4.5,72.0,,1.0,0,0,14,1.0,1,7.0,0,40.97,2,5.0,1053.0,5.5
4608,4.0,4.6,67.0,,2.0,0,0,14,1.0,1,3.0,0,49.25,5,35.0,1004.0,9.0
4609,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,32.2,4,45.0,1816.0,7.5
4610,3.0,4.0,56.0,,2.0,0,0,14,1.0,1,6.0,0,60.71,1,28.0,593.0,3.5
4611,4.0,5.0,80.0,,3.0,0,0,14,1.0,1,3.0,0,65.0,2,5.0,1286.0,5.5
4612,,4.5,80.0,,,0,0,2,1.0,1,7.0,0,40.0,6,37.0,1961.0,5.5
4613,,5.0,90.0,,,0,0,2,1.0,1,1.0,0,20.56,2,2.0,2023.0,5.5
4614,3.0,5.0,85.0,,3.0,0,0,14,1.0,1,3.0,0,55.29,5,30.0,698.0,5.5
4615,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,75.0,3,8.0,678.0,7.5
4616,4.0,4.5,90.0,20.0,3.0,0,0,14,1.0,1,5.0,0,77.78,1,28.0,639.0,7.5
4617,6.0,5.0,147.0,29.0,1.0,0,0,14,1.0,1,7.0,0,26.53,2,3.0,433.0,5.5
4618,4.0,4.5,100.0,,2.0,0,0,14,1.0,1,5.0,0,55.0,4,42.0,549.0,3.7
4619,2.0,5.0,113.0,,1.0,0,0,14,1.0,1,2.0,0,52.21,4,42.0,1418.0,6.0
4620,3.0,9.0,144.0,,3.0,0,0,14,1.0,1,3.0,0,145.83,6,36.0,149.0,4.0
4621,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,35.0,2,5.0,1720.0,6.0
4622,,5.0,78.0,,,0,0,2,1.0,1,7.0,0,37.82,3,14.0,1115.0,5.5
4623,3.0,4.5,81.0,,3.0,0,0,14,1.0,1,3.0,0,69.14,3,15.0,1479.0,5.5
4624,2.0,4.0,52.0,,1.0,0,0,14,1.0,1,3.0,0,68.27,5,32.0,68.0,3.75
4625,3.0,5.0,90.0,,2.0,0,0,8,1.0,1,1.0,0,53.22,1,22.0,1482.0,6.0
4626,,5.0,100.0,,,0,0,2,1.0,1,7.0,0,25.0,2,4.0,,7.5
4627,1.0,4.0,56.0,,2.0,0,0,14,1.0,1,5.0,0,70.54,1,16.0,655.0,3.75
4628,3.0,5.0,70.0,,1.0,0,0,14,1.0,1,4.0,0,42.14,4,40.0,1810.0,5.5
4629,,6.0,122.0,,,0,0,2,1.0,1,4.0,0,52.87,6,39.0,1388.0,10.5
4630,3.0,5.0,100.0,,3.0,0,0,14,1.0,1,8.0,0,75.0,6,36.0,990.0,7.5
4631,,5.0,85.0,,,0,0,2,1.0,1,1.0,0,36.47,2,5.0,2001.0,5.5
4632,3.0,5.0,105.0,,3.0,0,0,14,1.0,1,8.0,0,64.29,3,14.0,1949.0,7.5
4633,,5.0,155.0,31.0,,0,0,2,1.0,1,6.0,0,118.71,1,27.0,1060.0,34.0
4634,,5.0,100.0,,,0,0,2,1.0,1,1.0,0,40.0,4,45.0,,7.5
4635,,4.2,79.0,,,0,0,2,1.0,1,1.0,0,84.81,1,28.0,3.0,21.0
4636,,10.0,200.0,,,0,0,2,1.0,1,7.0,0,47.5,2,4.0,1069.0,5.0
4637,,4.5,112.0,,,0,0,2,1.0,1,1.0,0,28.12,2,4.0,629.0,7.0
4638,3.0,4.5,75.0,,3.0,0,0,14,1.0,1,7.0,0,64.0,4,40.0,1784.0,5.5
4639,2.0,10.0,86.0,,1.0,0,0,14,1.0,1,7.0,0,55.23,4,40.0,1140.0,5.5
4640,2.0,5.0,110.0,,2.0,0,0,14,1.0,1,8.0,0,33.64,4,45.0,1591.0,7.5
4641,6.0,5.0,130.0,,3.0,0,0,14,1.0,1,5.0,0,102.31,4,40.0,1217.0,15.0
4642,,10.0,250.0,,,0,0,2,1.0,1,1.0,0,44.0,4,45.0,,7.5
4643,3.0,4.5,66.0,,3.0,0,0,14,1.0,1,7.0,0,72.73,3,8.0,1666.0,4.0
4644,2.0,5.0,89.0,,1.0,0,0,14,1.0,1,6.0,0,39.33,6,39.0,1839.0,5.5
4645,,5.0,75.0,,,0,0,2,1.0,1,7.0,0,40.0,4,40.0,1716.0,5.5
4646,,5.0,100.0,20.0,,0,0,2,1.0,1,6.0,0,37.0,4,45.0,1621.0,10.5
4647,3.0,5.0,61.0,,1.0,0,0,14,1.0,1,2.0,0,84.43,6,36.0,1423.0,3.5
4648,,5.0,100.0,20.0,,0,0,2,1.0,1,1.0,0,54.0,5,30.0,1557.0,15.0
4649,,5.0,160.0,32.0,,0,0,2,1.0,1,5.0,0,112.5,1,27.0,,15.0
4650,,5.0,100.0,20.0,,0,0,2,1.0,1,5.0,0,39.5,4,44.0,225.0,5.5
4651,4.0,5.0,100.0,20.0,3.0,0,0,14,1.0,1,7.0,0,49.0,4,45.0,1621.0,10.5
4652,4.0,5.9,95.0,,1.0,0,0,14,1.0,1,8.0,0,71.58,1,17.0,968.0,5.0
4653,4.0,5.0,85.0,,1.0,0,0,14,1.0,1,2.0,0,42.35,6,37.0,1801.0,5.5
4654,,5.0,95.0,,,0,0,2,1.0,1,1.0,0,48.95,2,5.0,,7.5
4655,2.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,3.0,0,61.5,6,37.0,840.0,7.5
4656,2.0,4.3,51.0,,1.0,0,0,14,1.0,1,7.0,0,87.25,6,36.0,102.0,3.5
4657,,5.0,100.0,20.0,,0,0,2,1.0,1,7.0,0,32.0,6,38.0,1722.0,10.0
4658,3.0,5.0,75.0,,2.0,0,0,14,1.0,1,8.0,0,50.67,3,14.0,1115.0,5.5
4659,7.0,5.0,100.0,20.0,5.0,0,0,14,1.0,1,1.0,0,78.0,6,39.0,2024.0,5.5
4660,3.0,5.0,87.0,,2.0,0,0,14,1.0,1,3.0,0,40.23,2,5.0,355.0,5.5
4661,4.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,1.0,0,77.5,4,45.0,1745.0,10.0
4662,3.0,5.0,85.0,,2.0,0,0,14,1.0,1,1.0,0,56.47,3,14.0,1852.0,5.5
4663,3.0,4.5,85.0,,2.0,0,0,9,1.0,1,6.0,0,78.82,1,21.0,718.0,7.5
4664,4.0,6.4,115.0,,2.0,0,0,14,1.0,1,2.0,0,40.43,5,29.0,953.0,5.5
4665,3.0,4.5,70.0,,2.0,0,0,14,1.0,1,7.0,0,48.57,2,5.0,1053.0,5.5
4666,5.0,4.5,90.0,,2.0,0,0,14,1.0,1,4.0,0,91.11,1,27.0,1683.0,7.5
4667,,5.0,112.0,,,0,0,2,1.0,1,7.0,0,21.43,6,38.0,2025.0,5.5
4668,2.0,5.0,75.0,,2.0,0,0,14,1.0,1,6.0,0,80.0,5,32.0,1556.0,5.5
4669,2.0,5.0,82.0,,1.0,0,0,14,1.0,1,7.0,0,70.73,1,27.0,1945.0,7.5
4670,3.0,4.0,72.0,,2.0,0,0,14,1.0,1,3.0,0,48.61,5,30.0,1908.0,5.5
4671,5.0,5.0,110.0,,2.0,0,0,14,1.0,1,2.0,0,42.73,2,5.0,1031.0,7.5
4672,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,43.0,6,39.0,1085.0,5.5
4673,,11.2,247.0,11.0,,0,0,2,1.0,1,1.0,0,42.11,5,30.0,1771.0,10.0
4674,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,31.0,4,45.0,294.0,5.5
4675,,5.0,100.0,20.0,,0,0,2,1.0,1,1.0,0,30.5,4,45.0,614.0,7.5
4676,,5.0,100.0,20.0,,0,0,2,1.0,1,2.0,0,38.5,4,45.0,1724.0,7.5
4677,,5.0,100.0,20.0,,0,0,2,1.0,0,6.0,0,30.5,4,42.0,1170.0,5.5
4678,3.0,5.0,83.0,,3.0,0,0,14,1.0,1,5.0,0,46.39,2,5.0,1031.0,7.5
4679,,5.0,100.0,20.0,,0,0,2,1.0,1,3.0,0,30.5,2,5.0,1782.0,10.0
4680,,4.8,107.0,,,0,0,2,1.0,1,3.0,0,32.71,4,44.0,699.0,5.5
4681,3.0,5.0,100.0,20.0,2.0,0,0,14,1.0,1,6.0,0,34.0,4,45.0,1225.0,7.5
4682,,5.15,78.0,,,0,0,2,1.0,1,7.0,0,79.49,5,33.0,1413.0,6.0
4683,3.0,4.0,60.0,,3.0,0,0,14,1.0,0,4.0,0,64.17,2,5.0,386.0,5.5
4684,2.0,5.0,73.0,,1.0,0,0,14,1.0,1,3.0,0,73.97,3,8.0,393.0,5.5
4685,3.0,5.0,87.0,,3.0,0,0,14,1.0,1,7.0,0,88.51,5,32.0,1365.0,5.5
4686,10.0,7.5,300.0,40.0,3.0,1,1,8,1.0,1,6.0,1,150.0,1,28.0,3.0,21.0
4687,3.0,5.0,100.0,20.0,3.0,1,1,14,1.0,1,8.0,1,88.0,1,28.0,815.0,7.5
4688,3.0,5.5,70.0,,2.0,1,1,9,,1,,1,38.43,3,15.0,413.0,45.0
4689,3.0,5.0,130.0,,3.0,1,1,14,1.0,1,,1,50.0,4,42.0,741.0,10.5
4690,4.0,5.0,100.0,,3.0,0,0,14,,0,,0,102.0,1,27.0,1057.0,10.5
4691,2.0,5.5,130.0,,2.0,1,1,14,1.0,1,,1,52.15,4,40.0,1521.0,7.5
4692,4.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,,1,102.4,4,40.0,1060.0,34.0
4693,3.0,5.0,77.0,,3.0,1,1,14,1.0,1,,1,81.82,3,15.0,1729.0,7.0
4694,4.0,7.5,150.0,,2.0,1,1,8,1.0,1,,1,31.27,2,4.0,1710.0,7.5
4695,3.0,6.7,85.0,,2.0,1,1,9,1.0,1,,1,34.71,1,24.0,1146.0,16.0
4696,4.0,5.0,125.0,25.0,3.0,1,1,14,1.0,1,,1,39.2,2,5.0,1112.0,7.5
4697,5.0,9.0,250.0,,3.0,1,1,8,1.0,1,,1,65.2,1,28.0,,7.5
4698,5.0,15.0,300.0,20.0,3.0,1,1,8,,1,,1,91.67,6,37.0,1074.0,7.5
4699,4.0,5.0,110.0,22.0,3.0,1,1,14,,1,,1,61.36,3,14.0,837.0,8.0
4700,4.0,6.0,120.0,,3.0,1,1,14,1.0,1,,1,32.92,3,7.0,833.0,15.0
4701,4.0,5.5,120.0,,2.0,1,1,9,1.0,1,,1,17.5,2,4.0,1198.0,6.0
4702,3.0,7.0,104.0,16.0,2.0,1,1,14,1.0,1,,1,88.94,6,36.0,1152.0,15.0
4703,5.0,5.0,200.0,,4.0,1,1,14,1.0,1,,1,124.0,1,21.0,1216.0,8.5
4704,3.0,,50.0,,3.0,1,1,9,1.0,1,,1,77.6,1,28.0,3.0,21.0
4705,12.0,,100.0,,5.0,1,1,12,,1,6.0,1,67.9,1,27.0,742.0,10.0
4706,,7.0,128.0,18.0,,0,0,2,1.0,0,3.0,0,41.02,4,45.0,1621.0,10.5
4707,4.0,5.5,110.0,21.0,3.0,1,1,14,1.0,1,,1,65.36,3,15.0,1709.0,5.0
4708,5.0,5.5,120.0,23.0,3.0,1,1,14,1.0,1,6.0,1,112.5,4,40.0,1060.0,34.0
4709,,5.0,125.0,25.0,,0,0,2,1.0,0,8.0,0,18.8,4,45.0,672.0,5.5
4710,3.0,4.0,44.0,11.0,2.0,1,1,9,1.0,0,3.0,0,50.0,1,21.0,1183.0,9.0
4711,2.0,4.5,116.0,23.0,1.0,1,1,9,1.0,0,2.0,0,22.41,2,3.0,217.0,5.0
4712,3.0,4.0,68.0,17.0,2.0,1,1,9,1.0,0,2.0,0,44.85,3,7.0,1719.0,7.0
